gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000281969.1_XXyac-YR38GF2.1	10.94384264793	4.91317828999331	0.697141964855332	7.04760082978632	1.82028920028146e-12	2.14866114471641e-10
ENSG00000237609.1_AF064858.10	3.06765156483513	4.81597534797539	1.20079396061688	4.01065920210099	6.05494562635926e-05	0.00050866899465832
ENSG00000235888.3_AF064858.8	12.9824227691596	4.74856138233852	0.700706187506405	6.77682239290218	1.2284775037728e-11	1.14073691050334e-09
ENSG00000211946.3_IGHV3-20	26.7614090743778	4.73950700949193	0.747195676725811	6.34306000037407	2.25245652901091e-10	1.36407461625e-08
ENSG00000287927.1_CTA-392E5.2	8.65701732507758	4.72967218374073	1.12872074109045	4.19029438510312	2.78592770460281e-05	0.000261954939389139
ENSG00000065618.21_COL17A1	4.29373794348914	4.69111463005871	0.946968945679563	4.95382097951721	7.27701609227208e-07	1.25611561241991e-05
ENSG00000266553.2_RN7SL356P	10.5900580990058	4.60167062926693	0.84631761876612	5.43728563275793	5.40983765143395e-08	1.3634226544199e-06
ENSG00000103723.17_AP3B2	17.4926442949713	4.54121646942735	0.647454922457333	7.01395002480132	2.31682179966535e-12	2.63072597067436e-10
ENSG00000146122.17_DAAM2	180.795983384782	4.50437772425479	0.512224266948587	8.79376088737103	1.44635213478576e-18	1.11920870933626e-15
ENSG00000230202.1_RP11-632C17__A.1	19.3053448510953	4.47171367943648	0.775754497944351	5.7643412848858	8.1977381150087e-09	2.77144567049962e-07
ENSG00000079393.21_DUSP13	3.05271174997662	4.44177430415201	0.747953674292577	5.93856873335516	2.8752110692919e-09	1.16644242467409e-07
ENSG00000186583.12_SPATC1	10.6173066606447	4.41968402954604	0.721455107140703	6.12606936426342	9.0076549246195e-10	4.31644344816686e-08
ENSG00000266265.4_KLF14	2.17730966518105	4.37446830695813	0.867296347434085	5.0437988351964	4.56379104035174e-07	8.49076457756624e-06
ENSG00000175592.9_FOSL1	5.22399322304956	4.35134027678251	0.588676548035281	7.39173369706198	1.44926565949392e-13	2.31141278044325e-11
ENSG00000283646.2_LINC02009	7.69990336422592	4.30549763132814	0.775023692940086	5.55531098022958	2.77117947580473e-08	7.7924970104964e-07
ENSG00000183873.18_SCN5A	3.61916877601205	4.29703920459439	1.00087974268916	4.29326223852741	1.76066844463881e-05	0.000177708433883278
ENSG00000100234.12_TIMP3	4.28284226005498	4.29156365106648	0.690416115786571	6.21590885980005	5.10284174260995e-10	2.68548293522291e-08
ENSG00000170439.7_METTL7B	2.8145639629505	4.24886118832446	0.957062758374961	4.43948022336465	9.01764002667365e-06	0.000100590257916333
ENSG00000179869.15_ABCA13	176.318109409785	4.22916794603942	0.612953714706869	6.8996530155004	5.21297108677782e-12	5.31290755688043e-10
ENSG00000156113.24_KCNMA1	35.3627165574184	4.21449161162229	0.718138196192889	5.86863591710458	4.39395116988454e-09	1.62195798219784e-07
ENSG00000288393.1_ZNF75CP	2.11469025814653	4.21368586859417	0.961463483206723	4.38257504543018	1.17284745995631e-05	0.000126115810503691
ENSG00000187323.12_DCC	1.6789701642113	4.19317200047951	1.1844608089553	3.54015258991802	0.00039989574766621	0.00248513440094888
ENSG00000178342.4_KCNG2	4.39928497346789	4.18777279358869	0.979079599742596	4.27725467335819	1.89212296048404e-05	0.000189330100638856
ENSG00000253755.1_IGHGP	15.5933105062759	4.17528689396319	0.887482926332916	4.70463912045666	2.54315399904764e-06	3.54227443347349e-05
ENSG00000115884.11_SDC1	15.5958760106685	4.17089069223474	0.914336361266278	4.5616590009156	5.07510224989253e-06	6.28205873164896e-05
ENSG00000173391.9_OLR1	8.40080014154911	4.150947029944	0.966994920791316	4.29262547371725	1.76572707630217e-05	0.000178046987476743
